deck1,deck2,deck3,deck4,outcome
185,163,163,59,1
45,60,243,276,0
106,58,45,163,4
288,290,59,243,1
163,93,107,60,1
276,290,58,141,1
288,60,185,106,0
106,59,288,290,2
93,276,163,58,1
288,106,141,107,3
163,58,93,45,0
290,163,163,107,2
119,119,320,285,2
321,141,163,83,2
122,321,96,163,1
44,267,163,331,2
104,321,287,163,1
310,185,232,287,2
247,243,264,141,1
232,321,321,104,1
163,185,287,243,0
141,241,232,96,1
163,163,44,287,2
83,163,122,247,1
141,331,157,310,1
321,241,163,243,2
163,264,331,163,3
232,44,157,321,2
83,96,163,310,3
287,232,122,141,0
247,267,185,321,1
163,163,287,157,1
310,44,264,321,4
243,96,331,321,2
241,163,267,163,0
141,185,83,232,2
321,241,232,243,1
157,331,44,264,3
163,163,241,264,0
243,147,147,292,3
163,303,310,243,4
93,163,163,276,4
15,163,163,152,2
141,78,241,310,2
303,142,276,142,1
243,45,147,61,3
345,163,61,142,4
147,272,305,241,4
24,241,267,185,0
122,183,163,208,0
199,71,163,345,2
276,310,61,122,4
163,241,303,272,1
221,142,93,147,0
163,305,142,267,4
243,163,24,185,4
61,241,276,78,0
208,147,163,243,3
310,185,147,45,1
267,163,303,243,4
152,170,183,142,0
61,221,241,163,0
24,163,122,142,4
147,185,152,292,4
305,147,163,199,2
185,61,243,243,0
241,276,267,267,4
243,71,93,163,4
345,147,303,303,3
142,147,272,163,0
45,141,163,142,1
142,310,163,61,3
163,292,241,185,4
122,303,152,221,1
163,142,24,147,4
15,185,199,183,2
147,141,170,241,3
267,310,61,243,3
305,243,163,276,4
267,272,71,163,1
243,93,45,345,0
163,163,241,303,2
303,24,163,163,2
221,199,241,142,1
61,241,199,163,1
147,194,278,271,4
321,229,186,329,1
271,185,326,223,1
29,276,136,321,4
136,276,186,326,4
194,321,29,229,4
185,223,336,278,4
163,163,93,147,0
241,302,163,152,3
152,157,163,163,1
93,302,303,185,0
147,163,163,297,0
241,163,185,147,1
303,152,163,163,3
163,241,239,287,3
141,241,241,163,1
214,188,163,241,2
232,147,77,321,0
336,267,163,93,1
3,183,303,147,3
181,18,243,302,2
243,241,163,118,2
286,267,140,192,0
246,277,276,141,1
267,185,244,331,2
188,305,75,147,1
193,336,163,78,3
244,93,192,183,0
18,286,188,185,2
302,140,277,147,3
232,246,118,86,1
147,321,331,276,0
267,305,181,241,3
3,147,267,141,1
243,243,260,303,3
244,243,267,147,1
78,277,188,232,2
147,267,75,246,0
321,305,193,243,0
141,163,140,18,2
276,192,241,336,1
163,3,302,267,3
118,260,185,181,0
331,183,86,77,0
303,188,147,244,4
78,243,75,241,2
305,192,147,246,2
277,331,193,267,3
147,232,140,267,4
286,77,3,118,3
185,336,141,302,2
243,86,163,18,1
147,75,321,305,0
244,267,118,246,2
303,243,147,140,0
147,188,232,267,0
147,303,147,118,1
213,303,297,213,0
78,187,185,329,4
188,278,163,241,4
78,47,147,163,0
336,305,163,142,0
310,241,185,305,0
78,267,197,241,1
157,185,163,185,0
241,163,75,147,4
321,336,287,61,1
132,147,163,142,4
78,241,163,58,3
305,232,187,188,4
185,78,163,132,1
241,147,336,187,1
329,163,75,267,4
142,276,61,278,0
142,336,132,241,0
287,157,163,147,0
163,241,241,185,0
185,147,321,163,1
267,232,78,147,4
58,147,142,310,1
163,136,305,163,1
336,336,157,276,1
185,329,287,142,4
75,187,163,188,4
305,163,147,78,4
241,241,241,163,1
305,132,78,241,3
197,61,185,185,2
185,163,29,132,1
147,310,185,276,4
287,241,232,142,0
58,163,185,157,1
47,163,241,336,1
163,188,305,147,0
241,163,185,305,3
163,187,329,278,0
187,163,197,163,3
61,75,78,78,1
305,287,78,163,4
163,336,147,147,0
163,136,75,142,2
276,267,58,163,4
142,305,47,185,0
329,188,241,241,4
241,336,305,163,2
147,187,241,187,4
278,147,185,78,4
321,132,78,185,0
75,310,136,163,0
163,287,147,336,1
163,78,75,287,3
147,279,60,303,2
303,163,303,115,1
140,188,163,141,1
78,272,141,163,2
310,163,224,62,4
241,267,276,241,2
185,246,62,304,4
163,303,321,185,1
187,243,344,241,4
147,128,126,321,0
272,163,59,245,0
159,147,241,326,4
310,303,236,336,1
243,147,163,157,2
67,142,163,163,1
303,241,321,241,4
267,243,132,147,1
286,163,305,243,4
147,163,267,152,4
75,163,78,75,4
272,147,79,163,1
147,303,45,214,3
243,287,163,147,1
243,183,147,336,2
93,93,334,147,1
267,245,304,241,1
185,108,264,227,4
303,147,163,152,1
243,241,163,336,3
342,75,272,159,2
147,321,67,140,4
93,272,245,310,0
163,163,62,163,0
243,188,141,241,2
147,185,245,241,4
75,183,243,147,3
163,326,163,243,4
236,185,243,278,0
132,60,246,334,0
304,214,59,276,0
287,147,115,310,1
264,304,183,243,4
241,267,147,303,1
267,279,344,78,2
78,45,321,147,0
227,141,147,303,0
243,241,62,267,0
272,321,45,142,0
187,185,336,163,1
78,126,243,241,3
303,163,303,163,0
286,147,310,163,4
303,157,241,243,4
163,147,305,147,4
163,272,163,287,4
163,243,147,163,4
245,214,304,45,0
264,286,140,336,2
163,276,183,321,4
147,303,147,93,4
147,224,185,243,4
303,115,267,126,0
152,147,62,241,0
245,303,279,278,4
163,62,303,159,0
163,267,310,147,4
75,241,326,243,2
163,79,128,163,2
185,59,342,227,3
75,67,321,243,0
267,303,147,163,1
243,147,334,272,0
132,344,78,141,0
185,93,67,78,0
241,108,163,241,1
187,310,183,243,4
305,142,321,163,4
147,267,236,246,3
188,60,241,241,4
241,147,310,303,4
243,243,304,163,4
147,147,163,157,4
303,141,141,272,1
243,147,185,163,4
272,163,276,272,1
321,310,147,147,3
243,93,303,140,4
267,267,147,185,0
183,93,183,67,4
78,141,163,67,1
147,147,224,163,0
334,128,243,62,4
241,243,246,147,0
241,336,163,142,2
188,286,236,243,0
126,305,310,141,4
243,304,214,108,4
264,279,163,303,0
227,321,157,163,1
141,245,152,303,1
303,278,267,303,4
241,267,79,243,3
303,187,163,243,2
304,132,185,147,0
62,75,163,163,2
147,241,287,241,0
115,45,272,245,2
241,303,59,342,2
147,336,147,78,2
163,75,163,60,2
163,147,310,321,0
163,147,241,163,4
147,279,243,185,4
188,303,304,267,4
321,276,243,163,0
75,241,334,93,1
141,163,267,310,2
163,93,59,236,3
115,163,246,245,3
303,147,286,185,4
245,147,278,305,1
267,163,163,147,4
185,241,304,227,2
45,147,62,147,1
272,67,163,344,1
163,241,128,75,3
108,303,60,241,4
147,243,79,241,2
321,303,163,132,0
243,142,163,214,1
336,152,183,243,4
303,159,78,224,1
78,342,157,241,1
264,272,303,272,4
78,326,147,147,2
147,163,310,163,4
126,243,267,141,3
147,303,147,303,0
245,93,321,147,2
243,188,227,163,0
147,243,304,321,0
163,141,267,147,3
147,141,163,272,0
321,132,183,152,0
227,142,241,147,0
241,344,147,163,3
128,272,163,108,0
75,141,264,326,0
267,45,258,185,3
118,232,220,336,3
78,267,243,287,1
235,141,147,185,0
267,232,185,147,4
336,141,235,45,4
67,78,45,232,1
336,235,45,141,2
267,185,232,45,0
13,163,185,106,3
230,147,147,163,0
147,13,147,243,4
93,321,183,141,1
8,344,283,246,4
78,126,283,61,0
278,8,211,256,4
78,344,232,278,1
163,61,93,8,4
211,141,78,163,1
321,232,8,163,0
321,141,344,93,2
183,78,329,199,1
232,44,163,208,1
269,147,163,73,3
310,272,295,200,4
163,203,243,163,4
310,303,163,269,0
295,243,44,329,2
200,208,203,78,4
232,73,163,272,1
199,147,163,183,2
208,44,73,199,2
163,78,147,310,0
163,303,272,243,2
163,203,295,232,3
183,329,163,200,3
200,295,303,73,4
163,163,199,44,0
208,272,78,163,0
183,243,232,310,1
163,329,269,203,3
73,163,44,203,0
239,336,45,163,3
267,124,243,267,3
141,321,128,120,2
21,310,185,179,1
183,147,118,267,1
191,93,13,239,2
120,267,267,45,1
128,267,115,13,2
163,141,124,179,2
239,267,321,267,3
336,310,115,124,4
13,163,21,147,2
115,267,124,147,1
303,147,147,83,2
232,306,78,18,0
301,321,241,147,2
141,183,241,128,4
243,147,147,78,2
83,118,321,321,2
18,303,58,163,3
78,58,232,183,1
93,118,301,147,3
321,303,303,241,4
128,83,306,163,3
321,141,147,232,0
321,128,141,303,3
163,243,342,58,0
310,122,182,213,4
279,329,53,163,4
213,329,163,267,4
93,118,163,58,1
232,321,303,58,2
185,344,163,147,2
241,78,58,209,2
122,329,321,329,1
163,182,58,53,2
163,163,213,267,0
118,279,310,213,3
78,163,232,163,2
163,183,303,243,0
241,58,58,58,0
209,342,344,185,2
163,58,163,329,4
303,344,213,241,0
147,232,321,118,1
321,163,310,163,4
267,93,53,122,3
213,78,243,329,3
58,185,182,279,0
58,163,342,163,0
163,58,303,122,0
329,163,213,232,1
329,58,344,118,0
209,321,58,163,2
213,279,241,163,0
310,182,321,93,2
58,303,58,213,3
163,232,321,163,0
163,329,163,213,2
305,203,163,60,4
135,150,18,185,4
36,239,281,142,2
78,147,241,163,2
290,60,186,87,3
163,13,135,305,0
142,287,239,147,2
203,267,281,241,4
163,87,250,147,0
186,44,321,239,3
163,18,36,147,4
267,239,232,163,4
287,185,336,267,0
18,287,305,290,2
60,147,142,135,0
147,243,147,305,3
267,321,78,78,0
163,287,336,135,0
78,188,147,241,2
78,213,264,230,3
230,283,147,78,2
321,78,264,188,1
241,243,78,141,2
188,141,283,213,1
243,78,264,78,1
141,230,78,283,1
264,243,188,241,2
78,188,78,141,3
241,321,213,78,4
147,78,78,230,1
163,294,239,303,0
345,93,275,141,4
283,179,321,303,3
243,295,185,147,0
321,211,163,78,4
93,163,211,283,4
78,185,345,149,4
336,275,321,243,1
295,303,163,141,4
163,303,275,149,4
141,214,211,185,4
163,243,93,185,4
147,336,321,78,0
160,179,321,345,0
243,141,160,163,0
303,147,185,211,0
283,149,163,185,0
179,78,295,275,3
321,93,214,321,0
243,295,147,321,0
163,149,283,185,0
275,303,243,163,1
147,243,147,345,4
147,283,147,279,0
321,303,163,241,4
243,321,185,150,0
261,147,44,287,4
132,185,96,83,2
69,321,310,243,0
296,147,303,261,0
96,321,287,345,2
147,163,243,243,3
275,241,321,241,2
214,287,185,163,4
147,296,243,69,4
241,287,163,142,4
345,185,287,44,0
261,243,214,321,1
147,243,185,163,0
279,241,141,83,1
163,147,321,345,4
287,243,241,147,4
147,283,296,241,4
142,243,69,96,4
232,243,147,303,2
321,279,275,298,0
321,96,241,243,4
147,142,147,147,4
69,287,147,283,1
243,132,241,310,3
275,214,232,163,2
44,141,298,243,1
296,321,310,147,3
147,241,185,142,3
287,69,163,241,1
118,147,243,122,3
326,147,147,71,4
243,15,54,118,1
241,163,303,232,1
232,296,78,303,4
187,163,44,232,1
232,296,163,163,0
297,310,163,303,2
163,147,214,190,1
206,336,243,88,0
132,80,78,78,3
78,336,213,305,2
158,303,213,80,0
78,241,336,239,0
78,243,147,185,1
305,141,206,163,3
318,214,132,78,0
147,243,213,163,2
303,336,239,214,2
88,141,185,132,0
214,147,158,78,2
267,287,281,243,3
141,297,80,336,1
281,147,213,78,0
69,287,336,132,0
303,213,78,163,2
4,243,158,78,0
188,183,192,147,2
141,40,341,239,0
213,306,147,326,1
115,272,329,147,4
183,163,147,306,3
329,147,147,163,1
194,243,272,287,2
69,141,163,188,4
239,243,213,131,0
147,306,272,192,1
267,194,115,141,0
147,213,163,239,3
341,243,163,188,2
147,163,287,213,0
239,306,147,115,1
326,192,163,267,4
213,194,147,40,4
287,183,131,69,1
243,163,329,243,0
306,192,147,267,1
243,243,283,141,4
331,18,310,76,4
336,163,118,163,4
163,211,127,281,0
283,118,18,276,4
303,142,163,227,4
60,127,109,197,4
163,197,141,243,4
78,276,141,163,3
303,303,163,162,4
303,76,109,336,4
303,163,60,141,1
163,303,303,276,4
269,305,303,72,4
197,163,163,141,4
163,303,142,127,4
141,163,310,303,4
283,310,211,269,4
285,281,336,141,4
243,232,267,276,4
147,267,267,192,4
321,58,243,183,1
321,329,243,192,4
207,138,78,287,4
303,241,163,144,0
157,241,241,267,0
163,267,242,301,4
272,183,239,69,4
93,60,69,329,2
336,321,303,157,1
267,232,233,163,0
163,243,232,147,4
60,163,93,267,3
310,203,274,243,2
344,147,290,147,1
78,213,147,18,2
241,147,163,258,4
163,33,212,37,0
163,75,232,163,0
192,163,163,58,1
163,113,231,45,0
140,147,163,163,2
163,267,147,147,4
241,163,32,294,0
303,192,303,236,4
163,267,44,44,4
185,213,147,239,1
301,163,192,138,1
290,132,163,185,4
185,116,243,163,0
18,243,267,303,0
163,147,107,241,4
301,301,241,163,4
163,103,163,61,0
78,75,318,78,4
241,58,303,302,3
163,147,152,60,0
241,243,287,185,0
264,163,287,57,1
243,200,163,303,4
267,58,147,185,1
39,61,78,163,0
267,108,58,163,4
158,283,18,18,1
232,78,267,60,0
157,221,267,163,0
163,241,163,243,2
213,85,163,232,3
287,185,163,243,1
267,157,305,179,4
163,118,163,267,0
78,305,303,147,3
132,147,147,58,4
147,69,163,213,4
267,163,78,321,1
147,157,163,241,4
163,157,267,163,3
163,302,246,39,2
303,274,58,163,0
232,185,163,163,4
18,283,185,163,4
69,163,241,243,4
243,303,200,147,0
163,258,147,163,1
318,44,267,232,1
163,163,287,132,1
163,241,163,267,1
303,157,239,267,2
163,241,236,290,4
301,243,58,44,4
305,163,301,75,3
192,163,276,241,0
78,185,78,243,2
147,147,232,267,4
232,107,138,267,3
301,147,267,207,1
147,321,192,303,0
58,163,192,147,0
267,147,108,183,4
267,78,242,132,1
301,147,60,305,0
60,231,232,221,4
163,138,233,33,1
147,163,78,18,4
303,163,213,75,1
303,243,239,310,3
329,267,163,243,4
103,45,163,32,2
157,163,147,163,1
152,58,147,147,0
163,183,93,241,1
78,163,129,93,4
287,163,77,241,0
294,232,60,303,1
57,305,213,78,1
37,85,267,287,2
241,163,185,267,4
243,264,267,321,1
163,163,336,344,4
297,163,287,58,4
185,18,61,243,4
267,212,185,192,4
243,241,60,303,3
290,243,163,140,3
78,267,116,158,4
213,78,192,246,3
58,241,44,147,1
163,163,147,18,0
75,258,147,185,1
241,163,283,147,0
232,163,163,185,4
163,69,163,157,4
239,267,241,78,0
232,163,78,264,0
147,274,267,301,3
310,163,267,287,1
163,113,267,163,4
232,303,138,140,4
58,321,241,152,2
305,163,147,69,3
58,183,200,163,3
147,290,303,329,4
147,236,163,243,4
243,163,108,301,4
241,163,267,147,2
58,232,163,61,4
212,301,78,163,1
163,138,158,185,3
232,185,267,78,2
243,267,60,318,1
163,221,147,185,0
303,163,305,336,4
305,272,267,147,1
163,267,163,116,3
276,18,267,163,0
129,192,243,163,3
163,267,192,329,0
241,163,157,78,1
18,267,179,207,0
242,147,61,232,0
267,93,163,163,4
287,185,232,301,2
132,132,241,163,4
243,287,344,297,0
303,267,107,321,3
78,231,192,163,1
78,60,60,93,2
192,163,118,85,2
32,243,147,243,0
321,239,241,163,2
147,203,305,58,4
157,243,290,163,1
163,243,294,303,4
233,77,303,37,0
241,75,18,243,4
45,213,147,57,3
33,287,147,213,3
183,239,241,163,4
163,241,163,301,4
163,163,232,163,0
185,69,267,303,0
243,163,163,163,4
267,69,157,232,1
147,163,163,163,4
147,147,231,163,2
232,213,58,18,4
163,283,242,75,4
267,276,241,163,3
232,321,272,163,1
243,185,192,78,4
301,138,116,147,4
267,267,18,163,4
185,44,113,303,0
140,78,163,163,2
118,163,213,58,0
302,157,287,305,4
39,243,321,32,2
60,152,233,310,2
303,57,60,274,4
58,267,267,264,4
236,329,267,243,4
44,305,163,147,3
290,241,163,303,0
61,301,147,132,0
58,58,163,147,1
163,336,303,147,0
93,241,163,132,1
305,163,267,78,2
192,158,163,147,3
58,305,243,232,4
207,243,163,267,4
267,157,138,241,4
163,192,60,163,4
147,163,267,78,2
78,18,147,303,1
301,203,78,303,3
212,287,75,267,2
185,163,318,185,0
267,297,185,18,0
200,192,344,163,0
267,329,107,243,3
221,163,147,241,4
232,294,243,129,0
61,287,163,287,1
144,147,303,78,1
93,163,267,77,2
37,290,163,213,0
163,241,45,243,4
243,85,60,93,4
103,147,321,192,0
33,157,147,239,1
69,301,246,185,4
233,241,185,163,4
163,241,78,118,4
258,163,241,243,0
231,232,163,303,4
163,163,147,321,3
163,183,243,290,0
163,163,163,267,1
241,163,61,58,0
232,18,163,163,4
185,116,242,267,0
58,163,243,163,1
147,267,78,301,0
267,147,75,18,2
138,192,283,157,1
303,232,163,213,3
147,113,69,267,0
75,243,18,185,0
57,267,276,232,1
60,200,287,140,0
303,267,264,303,2
274,78,302,44,1
241,163,267,305,2
58,267,232,147,1
163,272,267,267,4
157,163,147,60,4
243,37,147,103,4
32,241,213,157,2
267,152,147,39,0
236,163,58,163,0
329,108,44,305,1
58,232,163,243,2
243,267,163,147,0
207,232,93,58,0
147,303,267,163,0
192,132,336,163,2
60,132,305,163,0
163,303,163,157,2
163,241,241,241,3
147,221,147,183,1
61,93,203,163,0
60,241,344,147,2
163,163,185,267,1
18,78,192,212,0
78,78,158,163,2
85,303,287,287,3
243,318,329,192,2
107,243,294,78,0
163,129,243,305,0
147,301,185,163,2
267,163,45,144,2
303,192,147,163,4
77,33,147,163,0
163,321,147,258,2
75,246,75,163,4
185,213,163,301,0
192,241,69,241,2
163,185,239,241,0
147,60,163,163,4
185,264,267,241,4
78,163,231,267,2
321,183,118,232,4
310,213,78,303,4
163,163,163,267,1
108,236,18,163,3
147,163,232,301,2
290,243,163,163,3
243,336,60,243,1
61,147,267,207,1
58,116,163,221,1
267,58,147,241,0
267,243,138,157,4
163,301,242,272,1
267,78,267,157,2
163,61,69,283,3
18,147,267,163,2
103,232,60,344,1
163,18,303,37,3
287,18,163,243,2
185,303,267,243,3
329,147,267,158,1
163,276,185,45,1
163,232,302,107,1
232,241,274,163,3
185,163,185,69,1
231,163,239,246,3
241,241,163,147,0
163,163,258,336,2
321,147,75,233,2
60,116,163,163,4
163,163,267,75,4
232,267,241,147,2
283,264,118,301,0
183,267,163,232,1
185,163,213,321,3
267,301,78,192,4
243,232,241,57,1
37,305,303,163,2
78,310,147,276,1
267,267,243,18,3
163,243,157,236,3
138,163,163,207,3
241,267,60,272,0
147,69,147,103,1
246,241,163,267,2
258,163,303,321,0
241,69,147,231,2
185,75,232,163,2
258,163,147,232,1
303,115,147,188,3
200,328,13,213,4
185,310,118,192,0
27,317,183,267,2
246,321,142,147,0
147,115,317,200,4
118,183,83,328,0
213,267,296,246,0
188,321,13,310,4
243,185,147,147,1
213,185,147,188,1
183,321,246,192,2
13,147,317,303,0
115,310,328,267,0
142,83,243,27,2
243,183,213,115,2
192,188,132,200,2
328,321,321,147,1
142,267,118,303,0
147,83,317,310,0
296,185,321,115,1
192,147,147,13,1
27,132,321,213,4
243,188,246,118,2
147,267,200,83,2
185,246,213,147,0
132,183,321,296,0
147,329,181,147,0
239,138,243,321,2
329,126,203,329,0
61,138,147,243,3
239,232,39,281,0
321,203,181,61,2
287,224,329,138,0
243,287,203,147,3
239,181,283,243,2
138,281,329,147,0
283,243,147,243,0
283,45,241,326,3
259,141,239,297,1
78,283,272,104,1
136,141,272,326,0
104,297,272,103,0
214,283,44,259,1
174,133,42,244,4
58,239,61,141,3
141,136,174,104,4
214,244,272,272,2
78,326,297,61,0
104,58,44,42,0
104,241,163,214,1
226,239,241,310,0
183,243,272,163,0
141,185,188,328,0
163,303,303,132,4
67,147,115,267,4
60,188,58,243,4
78,102,188,258,0
305,214,141,147,0
188,232,66,183,1
329,243,118,183,2
78,141,106,241,2
163,183,214,147,2
183,232,147,241,4
214,118,78,226,3
106,305,60,141,4
147,58,192,303,4
267,163,188,303,4
187,243,163,115,4
183,214,163,163,2
147,185,104,78,1
241,329,96,163,3
310,188,188,183,4
147,241,188,141,2
239,328,272,243,1
214,141,183,66,1
132,226,243,147,1
183,118,58,305,0
163,214,106,147,0
241,141,192,78,2
163,267,232,187,4
115,102,188,141,2
163,303,60,188,1
185,188,67,163,0
243,329,310,214,1
188,163,96,243,2
141,183,272,147,3
66,147,104,241,4
241,78,214,239,1
102,226,329,183,3
188,96,185,183,0
147,303,141,163,1
163,192,78,232,0
328,78,188,163,2
187,132,305,214,3
267,241,106,118,0
303,147,183,141,1
241,163,310,147,1
66,188,243,67,1
58,239,104,188,0
141,258,241,243,2
272,214,214,147,1
163,188,188,183,3
303,305,328,226,1
183,147,132,185,4
241,188,141,214,4
147,163,329,267,3
115,106,192,214,1
78,163,58,241,2
163,96,141,232,2
303,78,187,183,2
188,147,214,60,4
241,67,243,239,0
267,147,58,106,0
188,303,305,214,1
183,226,267,303,0
163,310,336,118,0
115,147,45,321,2
243,141,267,267,1
243,163,179,183,0
185,43,321,243,0
267,21,191,6,3
239,147,183,310,0
321,336,267,163,3
93,6,163,13,1
243,45,239,141,0
147,179,120,243,0
183,267,21,115,0
321,188,310,45,2
124,267,267,267,1
243,43,21,321,2
336,267,115,120,4
185,267,239,93,0
120,6,163,45,1
267,336,141,43,0
267,183,118,188,4
