deck1,deck2,deck3,deck4,outcome
241,189,322,163,3
163,243,267,243,3
264,147,147,147,4
267,241,239,241,4
142,267,185,224,0
241,321,163,13,4
147,246,243,210,4
142,243,147,243,4
336,322,185,147,4
267,189,241,163,0
241,78,78,241,4
17,185,267,264,2
267,163,267,147,1
142,241,243,267,1
246,243,321,336,4
13,78,267,147,2
241,185,210,322,3
163,185,239,17,1
147,185,78,243,0
267,322,246,241,4
243,185,185,163,4
267,321,189,147,4
147,267,142,13,4
224,241,243,267,2
78,210,17,241,0
264,239,243,78,2
163,243,147,267,0
241,246,322,267,3
321,267,147,142,1
13,243,147,185,0
163,13,267,267,2
243,147,78,344,4
267,243,321,310,0
326,242,187,267,1
318,241,163,9,4
120,78,163,87,0
267,147,141,163,4
321,294,163,147,4
163,186,152,69,0
163,163,243,121,2
205,192,147,163,4
243,189,163,241,2
267,78,78,300,2
115,304,318,78,1
147,267,189,160,0
321,163,163,213,4
267,310,304,78,2
242,120,147,163,4
163,243,141,147,4
147,267,192,294,0
163,163,205,78,3
344,318,321,213,4
147,163,321,243,4
147,163,163,9,2
189,241,78,163,0
267,189,147,115,4
160,78,310,267,4
87,326,121,321,2
243,163,78,267,0
243,241,152,163,4
300,187,163,186,1
213,163,304,163,4
163,310,147,318,4
243,78,321,267,4
141,147,321,243,0
121,147,243,163,4
267,163,189,242,0
78,163,187,241,3
152,9,160,163,1
294,189,310,163,0
241,147,267,147,1
267,192,115,243,4
78,78,163,205,0
321,78,69,300,2
267,186,87,243,4
318,163,163,326,4
78,304,147,147,4
141,120,189,267,0
163,69,242,147,4
163,163,187,243,4
241,147,243,310,4
243,294,267,213,3
121,78,344,78,2
147,243,318,321,0
267,267,163,163,1
87,192,163,163,2
326,115,186,241,1
147,160,205,243,0
152,189,78,267,0
300,163,310,321,4
304,163,147,242,2
141,163,147,147,1
163,243,213,310,0
163,78,344,147,2
163,163,147,344,0
243,147,76,326,2
163,78,267,147,4
321,305,213,4,0
192,243,44,75,4
287,0,163,58,3
243,93,47,283,1
241,75,147,243,0
188,267,147,123,4
179,132,142,152,4
80,241,163,58,4
93,76,18,321,4
306,75,147,188,4
152,147,232,243,1
241,243,192,179,4
287,98,78,147,3
4,326,163,123,0
283,183,147,305,3
75,213,163,61,0
147,147,192,306,0
58,18,243,44,1
147,132,76,241,2
243,93,214,241,0
47,321,188,147,3
147,142,243,4,2
123,232,287,267,0
163,267,163,78,2
163,61,98,243,4
147,183,0,243,1
163,147,321,183,1
213,243,18,47,4
163,76,305,179,0
152,147,306,75,2
80,214,147,98,4
58,44,147,93,4
75,60,241,132,2
192,267,188,147,3
287,243,61,78,2
287,142,243,232,2
18,147,147,152,0
58,76,243,213,1
183,163,47,326,1
0,321,80,306,4
241,147,163,179,2
93,305,123,75,0
214,147,192,163,1
283,60,287,267,2
147,93,243,163,3
163,163,147,326,0
18,76,163,163,0
214,163,147,232,4
147,129,185,243,0
58,243,163,267,1
214,152,147,129,1
132,232,243,214,3
58,185,129,147,1
147,163,243,147,1
108,163,147,188,0
185,241,243,106,4
58,267,267,188,3
27,45,305,131,0
58,199,310,163,2
163,131,163,241,2
188,45,163,185,4
106,241,163,58,0
283,27,243,267,4
108,267,243,199,4
188,326,147,58,1
305,310,147,294,1
163,326,310,108,0
188,331,106,27,4
199,241,147,163,4
283,45,188,267,2
147,163,58,305,0
131,58,294,241,3
188,310,331,163,4
185,27,326,241,4
108,106,267,147,0
305,243,241,87,4
147,294,163,45,4
199,58,131,283,1
27,163,267,163,4
58,331,58,108,0
241,310,147,188,1
147,147,243,326,2
241,267,294,188,0
185,87,283,163,0
326,147,185,310,3
326,336,115,147,4
147,147,185,185,1
193,185,336,147,0
246,147,331,326,0
326,147,326,185,1
147,185,115,185,1
115,310,331,147,4
185,185,246,147,4
272,185,336,147,1
147,246,310,185,1
115,147,185,272,2
326,336,331,185,0
147,185,147,147,3
246,193,326,147,0
170,78,189,147,1
243,332,214,93,4
108,188,243,243,4
239,243,78,264,4
188,147,118,332,1
170,93,243,305,2
243,214,147,264,4
239,93,118,108,0
305,332,243,189,0
264,243,78,239,4
214,305,243,108,4
189,93,332,188,0
342,184,200,245,4
310,185,321,211,0
58,243,78,167,3
163,78,243,198,4
303,214,243,200,0
305,163,267,342,4
336,273,185,147,0
192,141,61,283,3
198,75,336,163,3
342,283,192,163,4
303,267,185,78,4
200,147,78,192,4
61,58,214,273,0
243,185,141,243,4
163,283,167,303,0
78,336,192,61,4
243,185,185,342,2
214,78,141,305,3
243,147,198,58,2
75,305,61,303,0
192,198,167,267,1
243,283,78,336,0
163,75,198,305,2
163,303,163,185,2
243,163,283,243,4
267,241,188,163,0
304,241,163,163,4
0,142,203,303,0
336,163,243,147,3
163,58,147,78,1
58,141,118,243,4
123,310,78,147,3
321,303,75,241,1
267,241,304,163,4
243,78,232,310,2
93,163,183,241,0
78,132,257,267,4
243,138,192,141,4
163,58,147,321,1
329,246,243,40,4
163,118,305,243,4
163,321,163,276,0
310,78,163,305,3
185,243,147,147,4
345,163,241,118,1
108,78,321,163,0
115,303,203,69,3
318,287,147,241,2
78,243,310,53,4
163,115,78,58,0
241,163,214,303,0
24,173,0,187,2
185,78,183,138,1
304,310,152,185,0
58,163,141,147,4
137,239,232,163,4
333,147,78,58,1
207,58,78,321,4
241,147,241,163,3
342,260,243,243,2
13,241,159,187,0
241,321,264,241,0
147,185,13,163,2
163,58,159,243,4
336,267,130,141,2
241,163,163,243,4
69,0,241,241,4
163,163,13,303,4
13,163,147,163,4
305,93,243,147,1
58,232,108,304,0
283,0,147,130,4
147,163,239,232,4
267,58,78,329,4
243,138,243,241,2
192,132,58,185,1
147,53,163,132,4
241,78,239,163,4
243,243,243,207,4
326,40,257,241,4
137,243,283,78,2
267,118,163,141,4
118,163,58,163,4
267,163,163,163,2
163,147,75,321,0
163,163,310,163,1
141,58,245,58,0
147,141,246,304,4
243,27,147,78,1
243,173,243,163,0
185,303,310,142,4
147,321,203,241,0
163,321,163,243,4
78,336,78,241,0
241,321,123,336,4
115,192,241,58,1
264,141,78,260,2
163,214,142,342,4
188,187,187,276,3
185,304,303,159,1
163,183,78,163,4
58,326,78,163,1
118,241,241,287,4
58,163,163,243,1
321,241,310,318,1
303,147,241,147,0
163,303,333,345,4
163,78,93,58,0
163,147,163,243,4
243,283,0,13,4
303,283,147,141,0
239,13,0,267,0
130,163,132,163,0
232,27,58,163,1
147,241,163,304,4
147,163,69,305,1
147,185,326,241,3
232,303,243,163,4
78,163,243,243,4
78,304,276,241,1
53,246,78,243,3
192,58,267,243,4
141,243,141,326,4
243,336,163,243,1
108,163,183,304,0
304,257,163,239,1
147,147,118,241,4
305,163,163,241,4
163,159,342,118,0
214,303,245,163,4
163,142,142,241,1
243,310,58,163,4
241,321,163,243,4
243,78,310,192,1
232,163,58,78,4
183,163,303,267,4
163,163,58,147,2
132,163,329,207,2
243,123,163,241,2
163,287,137,321,2
58,321,138,333,0
241,203,185,185,0
115,241,310,336,4
310,78,321,163,1
138,310,147,173,2
321,159,163,260,2
141,75,318,188,4
241,267,187,264,4
78,187,321,152,4
27,163,130,163,2
241,303,93,239,1
243,163,304,108,4
243,304,40,283,0
147,329,147,58,4
163,13,163,163,4
257,78,241,243,4
58,0,267,336,4
163,243,303,78,4
243,163,78,69,4
141,192,0,137,4
243,163,13,232,4
163,142,163,232,3
163,58,58,147,0
241,283,132,163,4
185,183,241,185,2
276,203,305,326,3
152,118,163,192,0
243,241,147,163,4
58,304,78,147,1
305,141,147,243,3
58,141,241,241,4
163,163,326,267,4
163,243,118,163,1
118,241,159,303,2
345,304,132,321,1
246,303,243,243,3
245,58,267,78,0
239,241,78,310,1
207,163,163,58,0
241,163,287,310,4
321,142,243,232,2
241,163,310,188,1
141,243,243,78,1
185,336,163,123,4
333,147,187,241,4
58,147,147,78,4
342,75,321,138,4
267,318,115,243,0
321,187,241,163,4
78,24,159,310,3
147,78,310,115,3
260,203,173,318,2
303,321,163,241,0
303,243,130,257,4
93,243,243,163,2
232,243,163,108,0
58,304,163,27,4
163,13,329,241,1
239,241,163,163,2
326,241,0,147,4
304,147,304,163,1
304,243,243,283,0
159,241,207,245,4
163,336,243,303,0
78,243,192,58,3
132,243,137,40,2
69,141,163,78,2
163,283,78,0,0
163,152,241,267,4
13,243,163,243,0
58,147,336,163,3
147,142,58,163,4
147,232,78,185,4
78,115,203,173,1
303,58,310,185,1
185,276,147,141,1
241,183,305,163,3
267,147,241,183,0
326,163,147,58,2
243,163,163,53,1
163,118,78,305,0
187,287,163,163,1
241,187,303,58,1
321,78,345,118,0
264,321,321,163,3
232,241,123,267,1
310,342,185,132,1
138,246,185,163,4
241,239,163,303,0
310,243,241,75,0
241,163,58,267,4
243,192,188,321,4
318,118,78,141,4
147,241,24,78,1
163,321,310,203,2
303,326,108,243,2
163,241,130,232,3
115,13,163,304,4
241,304,147,58,4
276,163,163,137,4
58,304,239,163,1
163,243,58,13,0
267,163,93,304,1
257,27,0,163,4
147,163,163,214,1
207,243,267,147,0
163,163,329,241,4
152,163,243,159,0
241,342,245,333,0
287,163,283,321,4
187,163,310,58,3
147,241,241,241,4
303,147,267,142,4
243,163,78,163,3
243,69,58,336,1
78,40,78,232,2
232,152,243,132,0
78,142,58,78,1
304,303,163,27,4
130,108,147,58,2
163,163,58,69,4
78,13,147,13,2
163,58,207,304,3
241,137,115,241,0
58,163,239,163,1
163,326,257,93,2
304,0,276,241,2
329,241,163,267,3
243,304,214,321,0
287,163,241,147,3
267,147,163,241,4
267,245,303,163,4
141,243,147,243,4
283,147,163,192,4
163,241,163,163,0
40,78,58,243,0
232,163,243,163,3
147,163,147,276,2
303,130,163,241,0
304,163,108,304,0
303,304,147,163,2
267,147,141,186,0
336,0,310,141,1
321,232,267,336,3
214,267,303,0,2
147,213,147,163,4
186,147,69,0,4
16,147,214,321,2
15,141,213,267,0
303,69,0,15,3
267,241,267,185,3
62,243,333,163,4
305,188,243,267,4
185,203,183,267,0
303,243,243,188,3
272,62,185,188,3
305,333,185,163,3
283,264,187,189,0
321,186,187,264,0
187,60,187,189,3
121,78,77,188,3
91,147,138,187,1
150,304,147,163,0
188,147,150,321,0
147,163,138,78,0
35,77,91,147,4
187,147,188,147,4
78,304,321,91,2
35,163,121,147,4
344,13,243,142,0
163,93,104,321,0
267,221,241,163,1
232,205,214,163,1
163,147,283,152,4
344,345,321,243,1
78,78,231,37,3
303,58,203,61,4
318,138,242,158,4
241,241,19,163,4
230,147,147,163,4
303,147,241,163,4
163,60,342,243,4
243,147,272,241,2
303,60,185,189,4
163,141,272,221,4
187,147,243,345,4
37,283,205,344,3
163,303,19,318,3
203,301,60,163,0
58,152,242,147,0
189,138,163,163,4
163,163,303,60,0
243,241,303,230,2
61,141,342,147,4
158,241,321,188,0
344,147,241,267,1
163,104,231,243,0
214,267,142,78,2
243,283,78,147,0
283,187,344,221,4
243,185,163,163,4
243,203,318,142,3
142,37,303,58,0
205,158,163,147,4
141,342,243,163,4
141,163,345,189,4
147,147,61,272,1
163,19,138,301,4
147,147,13,60,4
242,241,230,303,2
283,163,246,303,3
231,321,241,267,4
232,241,78,283,0
241,147,188,241,3
142,241,344,303,0
147,163,142,318,0
230,187,58,185,4
203,272,158,243,4
321,141,147,147,2
205,163,303,163,2
221,243,93,345,2
163,104,283,232,1
138,241,243,37,0
163,147,61,19,0
163,60,241,141,0
13,301,342,189,4
267,152,163,243,2
163,231,242,283,4
142,104,187,163,0
147,93,243,163,3
147,142,158,185,0
344,303,138,163,1
142,147,303,163,3
303,18,209,241,1
321,305,147,60,1
183,163,147,58,0
305,243,163,303,4
185,150,241,189,1
232,147,104,192,2
163,267,104,172,0
104,303,58,243,0
303,163,267,305,0
305,163,147,183,3
209,150,321,132,4
172,60,18,189,2
183,287,147,267,3
241,147,104,232,3
18,183,104,150,0
303,267,232,163,0
58,163,209,183,4
283,147,305,321,2
267,241,303,241,4
192,60,104,287,1
147,172,185,147,4
60,232,183,163,3
305,267,104,305,1
163,58,150,163,3
163,147,241,58,0
321,267,243,185,2
303,189,147,163,0
163,150,303,147,2
18,163,163,305,2
183,104,283,58,1
243,209,287,232,0
163,172,241,305,3
104,267,163,243,2
303,18,163,163,2
267,267,13,205,1
93,264,163,197,4
93,78,267,185,3
163,318,264,92,3
205,318,106,197,2
93,310,323,267,4
323,241,185,163,3
163,78,267,106,1
241,185,257,163,3
149,267,303,243,1
345,310,141,267,1
192,241,162,189,1
310,267,243,241,0
147,163,147,189,4
157,78,147,147,1
232,163,185,267,3
147,78,287,140,0
267,147,232,157,3
163,163,200,241,0
303,141,147,214,3
188,183,93,273,1
294,214,163,183,0
163,152,241,241,0
163,241,303,203,1
243,329,163,267,0
93,241,138,124,4
0,106,241,243,1
241,163,78,93,0
163,58,241,241,0
267,264,106,138,0
188,203,163,0,1
241,128,78,243,0
106,203,163,93,3
303,241,124,267,3
243,163,329,264,4
243,241,267,93,0
163,0,230,147,2
20,301,303,132,1
78,132,163,301,3
141,276,163,294,4
147,141,163,78,0
243,163,203,141,0
75,163,98,18,4
147,287,147,58,4
243,142,201,199,4
142,163,276,75,4
147,18,163,147,3
98,243,287,243,1
58,199,294,163,4
203,303,163,141,1
201,147,163,243,4
75,141,303,147,1
58,18,141,142,0
287,141,163,199,4
98,78,294,163,0
141,147,98,58,3
243,199,303,276,2
203,147,163,141,1
147,163,163,142,4
163,201,163,75,1
58,147,243,141,1
58,192,163,306,1
305,294,147,132,0
321,141,232,243,1
189,163,132,321,3
243,163,147,58,4
306,232,246,294,0
232,58,305,189,0
294,163,141,163,0
192,246,132,243,1
163,118,189,276,2
163,267,147,267,4
78,243,163,78,2
163,287,321,213,2
78,69,239,82,3
244,163,58,329,4
163,118,58,147,1
243,329,283,267,1
189,163,78,163,0
82,213,267,244,3
147,321,239,163,1
276,69,163,69,1
329,82,189,321,2
283,244,78,163,4
267,118,163,69,4
276,147,147,243,2
213,163,78,163,1
239,78,69,287,3
58,69,189,283,4
163,147,321,78,1
244,287,147,118,0
163,82,163,267,0
69,78,267,329,0
163,163,243,239,3
69,147,329,163,4
321,118,163,69,1
82,283,163,78,1
78,58,213,243,1
267,163,276,287,1
147,267,163,78,0
58,163,163,69,1
283,118,147,321,3
244,189,163,321,2
163,78,343,98,0
183,147,147,78,2
0,78,321,93,0
303,45,132,243,2
267,277,305,288,2
163,185,45,78,1
93,243,343,232,3
321,147,277,78,4
98,305,183,303,2
132,267,147,163,3
147,232,305,0,0
288,132,183,163,3
277,321,163,183,2
303,93,267,185,1
243,98,78,147,2
147,232,163,163,2
183,241,334,221,0
149,150,147,150,4
138,232,18,305,4
77,241,241,239,4
0,283,241,183,1
192,321,267,319,4
185,248,305,241,1
163,249,303,241,3
232,138,183,192,2
77,267,232,248,4
147,305,319,267,0
150,283,18,321,4
241,149,188,239,4
58,241,150,163,2
183,303,241,185,4
241,0,334,163,2
283,248,241,183,1
267,150,334,241,4
188,241,18,267,4
319,239,303,150,4
241,149,138,77,2
147,232,185,241,2
305,163,249,0,4
221,58,163,192,0
138,147,241,248,4
18,185,183,267,1
221,150,241,283,4
334,241,150,267,1
163,239,232,147,1
303,188,305,77,3
249,149,319,241,0
305,321,232,58,0
248,239,150,249,4
77,185,147,283,1
241,241,138,221,0
241,241,241,183,4
150,267,188,0,2
149,334,303,321,1
192,18,183,305,3
185,150,239,138,1
248,334,241,241,0
147,183,188,283,0
241,147,150,248,2
188,163,318,310,1
243,241,163,93,0
310,141,329,215,0
310,163,78,243,1
163,318,163,329,0
93,192,215,188,4
329,192,163,241,3
163,141,188,78,0
310,310,163,93,0
243,163,241,163,3
58,163,214,163,0
78,305,163,163,4
310,163,255,137,2
78,304,0,267,3
267,301,255,58,2
137,163,304,305,4
163,78,163,310,4
214,163,0,163,0
305,214,255,78,0
163,301,163,78,0
137,0,163,58,3
163,310,163,267,0
255,58,305,78,1
267,163,214,163,4
137,163,310,78,1
58,255,305,163,2
318,188,267,141,2
267,301,188,163,3
185,181,264,163,4
93,303,318,163,4
305,303,321,242,1
163,93,305,264,4
163,163,188,267,4
303,318,264,185,2
321,188,301,241,1
242,141,277,267,0
267,264,303,163,4
242,318,163,188,3
141,181,301,93,4
264,303,241,267,1
277,321,318,188,0
188,264,163,181,4
264,267,303,188,0
147,147,163,147,0
135,163,230,290,4
310,192,147,243,4
241,185,27,283,4
163,163,243,204,4
27,147,185,147,4
305,185,192,135,2
163,163,13,321,3
290,321,185,305,1
243,135,283,163,1
230,185,204,147,0
310,241,310,163,3
267,13,163,147,4
163,135,321,27,4
192,147,230,185,0
283,204,147,13,3
147,147,241,305,2
163,27,243,310,0
188,147,326,58,0
163,264,243,58,4
243,239,163,321,4
147,243,78,283,3
185,243,239,321,0
18,163,264,188,4
283,163,163,243,0
147,58,264,78,0
188,283,321,185,0
321,326,264,147,2
239,18,147,163,0
163,58,58,163,1
58,147,188,239,0
243,326,18,185,4
243,321,78,58,0
283,185,188,243,3
147,236,267,147,1
241,163,132,163,4
163,304,34,232,0
82,287,310,341,2
294,303,187,326,2
272,303,44,60,4
267,319,241,163,4
303,267,241,163,0
341,267,294,163,4
303,187,44,241,0
303,243,163,132,4
241,272,326,236,0
60,310,310,163,0
287,34,243,291,2
163,163,303,272,3
236,60,187,232,0
310,267,44,303,4
163,132,132,319,3
241,243,163,294,0
147,310,241,163,0
170,34,272,82,0
303,236,163,241,4
60,163,319,147,1
141,243,241,303,1
232,163,170,241,0
132,341,163,310,4
267,310,304,187,0
132,326,243,287,1
163,163,243,236,4
232,272,163,267,0
319,147,241,163,3
291,163,303,303,2
147,163,187,272,0
341,141,303,304,4
326,132,310,170,4
267,132,163,82,0
236,163,272,303,0
163,243,60,147,0
232,163,236,163,3
141,0,188,321,4
147,189,342,108,1
142,344,303,59,1
147,147,342,344,1
45,238,185,243,2
141,281,329,342,3
185,78,187,147,1
163,188,163,142,4
0,243,189,328,1
321,147,163,189,0
185,303,78,141,0
187,329,243,142,1
147,243,108,185,2
243,142,342,185,2
108,344,78,243,0
147,189,329,147,4
163,141,142,147,4
342,185,188,189,3
147,147,163,0,0
187,328,303,238,2
342,108,321,147,2
147,243,189,185,3
142,45,189,344,4
303,281,163,147,2
147,93,188,78,1
163,163,344,141,1
59,238,78,0,3
328,142,185,147,1
243,163,142,45,2
185,108,189,147,1
321,342,108,142,0
241,304,147,123,1
132,185,221,93,1
267,267,147,141,3
152,304,141,185,3
221,241,147,241,4
123,93,0,267,2
123,185,147,163,4
0,241,152,132,1
241,141,93,147,1
163,141,185,0,1
267,241,152,304,0
147,147,221,241,2
303,78,297,87,0
189,132,80,246,1
294,132,303,282,4
189,243,241,78,4
297,318,232,80,4
246,243,306,303,0
87,318,294,241,3
80,132,246,241,0
294,303,282,78,3
243,318,306,297,1
241,80,78,246,4
214,163,147,100,3
163,283,100,147,0
305,303,321,214,2
188,336,232,109,4
183,243,152,326,3
242,336,306,245,1
326,210,78,188,0
232,336,310,338,1
245,0,336,78,4
306,147,152,243,0
147,338,264,326,1
78,301,242,336,2
183,0,232,210,2
109,152,310,245,0
243,264,336,188,4
78,109,310,78,1
336,152,0,147,0
338,232,264,336,2
58,272,241,142,3
185,147,267,241,3
147,67,239,243,4
141,241,147,157,2
163,303,163,34,0
243,78,147,157,1
243,305,304,163,0
303,267,20,163,0
142,163,147,78,4
241,243,303,147,2
157,67,267,58,2
239,147,241,147,0
243,163,163,241,1
163,185,272,243,1
305,141,34,157,4
303,267,20,304,0
142,239,303,185,2
147,163,241,303,1
157,267,163,243,0
34,304,78,243,3
58,147,243,141,4
20,305,67,147,4
267,147,241,272,4
163,241,157,163,0
243,147,157,303,0
163,239,78,243,0
163,303,267,142,0
163,241,141,67,4
147,185,305,58,0
34,267,243,157,1
163,303,243,163,0
243,246,246,310,1
87,147,9,243,3
214,9,147,67,0
140,141,204,239,3
305,305,163,183,1
267,10,267,305,4
13,272,185,246,1
58,44,157,303,2
78,78,321,58,0
192,310,243,157,1
9,232,152,118,1
241,243,316,180,0
47,183,303,243,4
147,147,192,241,0
277,82,317,163,1
336,163,183,243,4
185,141,163,147,0
267,203,141,283,4
147,305,243,147,1
180,345,67,321,3
241,321,157,326,0
82,310,232,185,2
239,272,243,305,0
147,246,305,243,4
283,243,267,336,3
303,10,141,163,3
183,183,267,267,4
192,47,163,203,4
147,310,204,185,3
183,78,118,58,1
147,13,305,180,4
58,163,345,243,0
163,267,9,147,1
147,246,140,246,1
9,67,243,303,4
241,317,141,241,4
44,321,277,180,3
147,9,157,147,2
67,147,243,87,0
157,305,239,232,3
326,163,305,246,1
336,185,147,243,3
157,321,272,78,0
246,203,58,267,1
78,185,180,183,1
241,305,267,47,1
163,183,67,141,4
317,243,243,305,2
283,303,9,192,2
243,152,141,192,4
58,180,267,87,1
243,13,163,10,2
147,147,163,44,2
147,277,183,147,0
243,147,147,243,1
310,140,9,9,0
118,241,246,204,4
141,321,316,345,0
267,157,141,82,4
243,185,147,163,0
239,310,203,163,4
305,147,303,58,4
243,180,180,246,4
9,78,326,67,4
185,305,78,321,1
272,157,183,214,1
305,310,141,243,0
267,163,246,152,2
67,267,141,47,4
317,147,241,192,4
267,305,241,303,1
243,118,283,243,1
204,147,10,316,4
147,277,58,13,3
183,44,140,243,0
243,321,9,147,1
345,147,87,9,3
232,9,141,241,2
267,180,243,67,0
239,163,82,13,0
118,58,185,305,1
203,305,147,305,0
180,305,157,78,0
243,163,303,246,1
326,147,310,321,3
147,246,214,321,2
163,310,78,272,0
192,243,185,67,2
47,10,183,317,2
141,163,183,241,0
267,141,192,147,3
241,243,204,267,1
152,241,283,316,2
267,147,243,147,0
87,303,243,277,2
9,147,147,345,1
44,243,58,140,2
267,185,243,232,0
185,241,214,157,2
147,203,157,243,4
305,180,305,141,3
180,9,58,163,0
305,163,67,9,4
303,163,321,82,4
326,246,305,283,2
13,246,118,147,1
78,147,310,336,4
58,147,243,78,0
310,67,317,183,0
163,267,192,204,4
243,267,241,243,3
152,183,241,44,2
316,147,147,192,3
241,9,87,243,4
267,214,203,246,0
232,157,183,180,3
141,243,180,163,0
267,141,239,180,0
78,3,256,183,3
163,128,147,147,3
232,213,147,277,4
303,147,264,261,4
243,78,163,241,0
0,147,192,147,0
163,138,301,303,0
303,277,128,203,2
78,243,147,232,1
78,163,261,213,1
147,147,264,0,0
303,147,147,78,1
163,183,163,301,2
241,3,256,138,2
163,147,0,243,4
256,203,192,147,4
183,147,147,128,4
264,163,277,78,0
301,213,78,303,0
241,261,303,232,2
243,192,264,183,0
301,147,147,203,4
78,128,256,163,1
0,303,163,147,3
241,78,303,147,3
163,203,147,256,1
128,147,0,192,0
243,147,128,203,2
290,305,61,118,1
232,304,305,75,2
305,290,305,183,2
4,305,163,305,1
188,75,290,326,0
304,4,183,274,3
274,305,305,4,3
290,241,303,310,4
241,120,147,163,4
163,45,188,103,0
107,4,239,290,4
60,67,267,35,0
163,230,290,163,0
258,239,241,120,4
303,241,147,107,4
267,188,4,147,4
35,103,45,67,0
60,147,239,163,4
147,290,35,163,4
120,4,303,230,2
45,107,241,267,2
310,241,103,258,4
241,290,230,188,4
163,310,147,120,3
241,4,45,60,1
67,258,147,107,1
35,290,241,258,1
109,321,141,78,2
267,241,267,241,4
163,158,140,37,3
163,0,321,103,0
123,239,231,232,0
78,185,104,147,2
303,243,4,163,4
255,13,163,303,0
243,132,27,162,4
9,163,163,267,3
170,303,267,243,4
27,267,183,163,4
162,163,241,243,4
163,141,4,132,2
103,37,239,109,1
231,140,321,255,4
13,123,9,78,1
303,163,147,163,1
163,158,321,104,1
267,78,185,0,2
37,163,123,163,2
183,255,4,170,1
141,232,267,158,2
241,185,163,303,1
267,163,162,104,4
243,267,243,231,0
239,321,163,27,2
78,9,140,132,3
78,303,103,163,2
109,0,163,13,2
243,185,255,123,4
104,4,267,163,4
232,132,170,37,0
163,141,183,163,3
147,103,267,158,3
267,321,162,163,2
140,241,163,243,1
163,0,9,321,2
231,27,303,109,2
13,303,78,239,1
158,162,123,4,2
241,267,255,37,2
132,183,185,163,0
104,163,232,303,1
170,163,9,243,3
163,163,303,141,1
147,0,140,27,0
78,163,243,321,2
163,185,267,37,1
243,163,132,232,0
123,255,243,185,0
166,9,269,132,3
214,321,163,321,4
322,277,277,257,4
257,267,115,214,4
58,132,277,163,4
272,321,125,277,0
163,163,147,78,4
250,272,267,214,4
163,318,163,257,0
241,321,115,277,4
163,277,58,321,4
78,318,269,322,3
9,267,125,163,0
322,163,214,267,4
277,78,214,166,0
115,269,163,163,4
321,331,321,125,4
267,132,277,163,4
95,214,214,147,1
9,321,241,257,3
267,166,331,115,3
267,163,277,163,0
250,132,321,257,1
272,267,115,163,3
267,132,322,163,4
132,303,109,303,1
303,213,151,78,0
15,185,287,177,0
147,163,241,210,2
77,344,267,140,0
303,77,15,303,1
303,241,151,344,1
78,210,132,140,4
177,147,109,213,3
132,15,241,213,1
303,78,163,77,0
109,303,210,267,4
344,147,185,303,1
267,15,303,147,1
77,213,185,210,1
303,241,78,177,0
77,241,163,151,2
213,303,303,147,0
15,303,213,163,2
185,305,147,241,1
163,334,243,132,0
147,232,141,321,4
205,303,163,241,0
27,310,78,187,0
294,241,126,243,1
246,163,163,13,3
163,185,283,78,1
147,246,163,303,0
163,177,188,241,0
329,147,241,321,1
344,311,267,147,0
163,344,147,163,4
163,141,132,311,0
243,303,147,321,3
241,163,232,27,4
241,303,78,205,4
163,13,283,329,0
188,147,185,187,4
241,163,126,163,4
243,78,177,147,4
303,147,246,310,0
241,305,334,163,2
246,321,185,241,0
205,27,147,163,4
185,163,321,163,4
294,334,163,344,0
267,163,305,303,4
13,303,241,147,0
163,188,147,246,0
232,163,303,177,1
78,78,241,147,1
187,141,163,241,3
126,310,241,243,0
321,241,283,243,2
311,329,185,246,4
294,321,163,13,2
163,163,147,185,4
267,126,163,205,3
303,27,163,78,2
305,344,241,163,4
132,283,303,246,1
241,241,147,334,0
163,232,163,147,3
303,241,243,311,0
188,78,185,163,0
246,147,321,141,2
187,243,177,329,1
163,241,163,163,4
147,283,294,205,0
13,305,147,163,2
241,185,267,27,1
78,163,321,163,3
303,344,126,303,0
303,321,334,188,2
310,163,243,246,1
141,241,329,78,2
132,185,246,232,0
163,163,177,147,0
147,163,163,303,0
163,185,205,241,0
163,147,147,163,2
187,60,19,141,1
246,118,107,287,3
147,307,257,189,0
37,230,147,187,2
187,187,189,174,1
118,307,147,241,1
106,230,18,246,1
37,174,243,60,2
141,287,106,307,0
241,18,267,107,3
246,283,189,264,2
147,174,106,257,3
60,241,246,187,0
264,147,118,267,2
243,141,257,107,2
317,64,112,289,2
346,225,253,112,4
253,64,272,252,2
327,16,225,317,4
163,163,183,276,4
163,232,258,147,0
243,147,147,283,4
283,243,163,60,0
147,276,241,163,4
147,163,163,141,4
267,163,258,294,0
60,241,163,78,1
147,163,147,147,0
141,232,276,243,1
77,243,163,267,0
147,267,163,290,2
141,78,147,163,0
60,183,232,147,1
267,147,163,243,2
163,241,163,141,1
93,243,58,336,1
321,241,147,303,2
210,138,147,58,0
188,243,147,216,1
140,133,192,246,3
149,239,267,149,2
310,267,78,303,1
246,267,243,267,1
16,342,267,183,3
130,163,163,147,2
333,243,147,147,1
183,243,147,163,1
147,58,78,163,4
16,75,267,78,1
130,157,243,183,2
342,163,333,147,3
203,141,147,147,0
147,147,243,78,4
243,185,104,163,0
246,189,211,60,0
243,128,159,78,0
243,243,246,58,3
60,104,159,147,0
163,78,243,128,3
211,147,78,185,1
60,58,128,147,1
159,243,246,185,0
78,189,147,243,2
58,147,147,78,0
285,345,16,115,4
163,141,62,147,0
13,264,185,106,1
163,15,189,305,0
163,241,344,264,4
185,239,15,163,1
147,106,243,189,1
344,106,239,141,0
